source_path	source_start_line	source_end_line	delimiter	boundary	sql
tests/integrationtest/t/planner/core/tests/prepare/issue.test	117	120	;	lexical	insert into UK_MULTI_COL_11691 values(0x340C604874B52E8D30440E8DC2BB170621D8A088, 126, "-105:17:32"),\n(0x28EC2EDBAC7DF99045BDD0FCEAADAFBAC2ACF76F, 126, "102:54:04"),\n(0x11C38221B3B1E463C94EC39F0D481303A58A50DC, 118, "599:13:47"),\n(0x03E2FC9E0C846FF1A926BF829FA9D7BAED3FD7B1, 118, "-257:45:13");
tests/integrationtest/t/planner/core/tests/prepare/issue.test	121	121	;	lexical	prepare stmt from 'SELECT/*+ INL_JOIN(t1, t2) */ t2.COL2 FROM UK_MULTI_COL_11691 t1 JOIN UK_MULTI_COL_11691 t2 ON t1.col1 = t2.col1 WHERE t1.col2 BETWEEN ? AND ? AND t2.col2 BETWEEN ? AND ?';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	122	122	;	lexical	set @a=-29408, @b=-9254, @c=-1849, @d=-2346;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	123	123	;	lexical	execute stmt using @a,@b,@c,@d;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	124	124	;	lexical	set @a=126, @b=126, @c=-125, @d=707;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	125	125	;	lexical	execute stmt using @a,@b,@c,@d;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	126	126	;	lexical	set tidb_enable_prepared_plan_cache=DEFAULT;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	130	130	;	lexical	set tidb_enable_prepared_plan_cache=1;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	131	131	;	lexical	drop table if exists t1, t2;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	132	132	;	lexical	CREATE TABLE t1 (c_int int, c_str varchar(40), PRIMARY KEY (c_int, c_str));
tests/integrationtest/t/planner/core/tests/prepare/issue.test	133	133	;	lexical	CREATE TABLE t2 (c_str varchar(40), PRIMARY KEY (c_str));
tests/integrationtest/t/planner/core/tests/prepare/issue.test	134	134	;	lexical	insert into t1 values (1, '1');
tests/integrationtest/t/planner/core/tests/prepare/issue.test	135	135	;	lexical	insert into t2 values ('1');
tests/integrationtest/t/planner/core/tests/prepare/issue.test	136	136	;	lexical	prepare stmt from 'select /*+ INL_JOIN(t1,t2) */ * from t1 join t2 on t1.c_str <= t2.c_str where t1.c_int in (?,?)';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	137	137	;	lexical	set @a=10, @b=20;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	138	138	;	lexical	execute stmt using @a, @b;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	139	139	;	lexical	set @a=1, @b=2;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	140	140	;	lexical	execute stmt using @a, @b;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	141	141	;	lexical	drop table t1, t2;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	142	142	;	lexical	create table t1 (a int, b int, c int, index idxab(a, b, c));
tests/integrationtest/t/planner/core/tests/prepare/issue.test	143	143	;	lexical	create table t2 (a int, b int);
tests/integrationtest/t/planner/core/tests/prepare/issue.test	144	144	;	lexical	prepare stmt from 'select /*+ INL_JOIN(t1,t2) */ * from t1, t2 where t1.a=t2.a and t1.b=?';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	145	145	;	lexical	set @a=1;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	146	146	;	lexical	execute stmt using @a;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	147	147	;	lexical	execute stmt using @a;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	148	148	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	149	149	;	lexical	prepare stmt from 'select /*+ INL_JOIN(t1,t2) */ * from t1, t2 where t1.a=t2.a and t1.c=?';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	150	150	;	lexical	set @a=1;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	151	151	;	lexical	execute stmt using @a;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	152	152	;	lexical	execute stmt using @a;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	153	153	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	154	154	;	lexical	set tidb_enable_prepared_plan_cache=DEFAULT;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	158	158	;	lexical	set tidb_enable_prepared_plan_cache=1;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	159	159	;	lexical	drop table if exists PK_SIGNED_10094;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	160	160	;	lexical	CREATE TABLE PK_SIGNED_10094 (COL1 decimal(55,0) NOT NULL, PRIMARY KEY (COL1));
tests/integrationtest/t/planner/core/tests/prepare/issue.test	161	161	;	lexical	insert into PK_SIGNED_10094  values(-9999999999999999999999999999999999999999999999999999999);
tests/integrationtest/t/planner/core/tests/prepare/issue.test	162	162	;	lexical	prepare stmt from 'select * from PK_SIGNED_10094 where col1 != ? and col1 + 10 <=> ? + 10';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	163	163	;	lexical	set @a=7309027171262036496, @b=-9798213896406520625;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	164	164	;	lexical	execute stmt using @a,@b;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	165	165	;	lexical	set @a=5408499810319315618, @b=-9999999999999999999999999999999999999999999999999999999;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	166	166	;	lexical	execute stmt using @a,@b;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	167	167	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	168	168	;	lexical	set @a=7309027171262036496, @b=-9798213896406520625;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	169	169	;	lexical	execute stmt using @a,@b;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	170	170	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	171	171	;	lexical	set tidb_enable_prepared_plan_cache=DEFAULT;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	175	175	;	lexical	set tidb_enable_prepared_plan_cache=1;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	176	176	;	lexical	drop table if exists PK_S_MULTI_37;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	177	177	;	lexical	CREATE TABLE PK_S_MULTI_37 (COL1 decimal(55,0) NOT NULL, COL2 decimal(55,0) NOT NULL,PRIMARY KEY (COL1, COL2) /*T![clustered_index] NONCLUSTERED */) ENGINE=InnoDB DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_bin;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	178	178	;	lexical	insert into PK_S_MULTI_37 values(-9999999999999999999999999999999999999999999999, 1);
tests/integrationtest/t/planner/core/tests/prepare/issue.test	179	179	;	lexical	prepare stmt from 'SELECT SUM(COL1+?), col2 FROM PK_S_MULTI_37 GROUP BY col2';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	180	180	;	lexical	set @a=1;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	181	181	;	lexical	execute stmt using @a;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	182	182	;	lexical	set tidb_enable_prepared_plan_cache=DEFAULT;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	186	186	;	lexical	set tidb_enable_prepared_plan_cache=1;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	187	187	;	lexical	set @@tidb_enable_collect_execution_info=0;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	188	188	;	lexical	drop table if exists t;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	189	189	;	lexical	CREATE TABLE t (id bigint(20) NOT NULL,audit_id bigint(20) NOT NULL,PRIMARY KEY (id) /*T![clustered_index] CLUSTERED */,KEY index_audit_id (audit_id));
tests/integrationtest/t/planner/core/tests/prepare/issue.test	190	190	;	lexical	insert into t values(1,9941971237863475), (2,9941971237863476), (3, 0);
tests/integrationtest/t/planner/core/tests/prepare/issue.test	191	191	;	lexical	prepare stmt from 'select * from t where audit_id=?';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	192	192	;	lexical	set @a='9941971237863475', @b=9941971237863475, @c='xayh7vrWVNqZtzlJmdJQUwAHnkI8Ec', @d='0.0', @e='0.1', @f = '9941971237863476';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	193	193	;	lexical	execute stmt using @a;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	194	194	;	lexical	execute stmt using @b;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	195	195	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	196	196	;	lexical	execute stmt using @c;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	197	197	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	198	198	;	lexical	execute stmt using @d;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	199	199	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	200	200	;	lexical	execute stmt using @e;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	201	201	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	202	202	;	lexical	execute stmt using @d;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	203	203	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	204	204	;	lexical	execute stmt using @f;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	205	205	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	206	206	;	lexical	prepare stmt from 'select count(*) from t where audit_id in (?, ?, ?, ?, ?)';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	207	207	;	lexical	execute stmt using @a, @b, @c, @d, @e;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	208	208	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	209	209	;	lexical	execute stmt using @f, @b, @c, @d, @e;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	210	210	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	211	211	;	lexical	set tidb_enable_prepared_plan_cache=DEFAULT;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	212	212	;	lexical	set @@tidb_enable_collect_execution_info=DEFAULT;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	215	215	;	lexical	set tidb_enable_prepared_plan_cache=1;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	216	216	;	lexical	set tidb_enable_clustered_index=on;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	217	217	;	lexical	drop table if exists PK_TCOLLATION10197;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	218	218	;	lexical	CREATE TABLE `PK_TCOLLATION10197` (`COL1` char(1) NOT NULL, PRIMARY KEY (`COL1`(1)) /*T![clustered_index] CLUSTERED */) ENGINE=InnoDB DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_bin;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	219	219	;	lexical	insert into PK_TCOLLATION10197 values('龺');
tests/integrationtest/t/planner/core/tests/prepare/issue.test	220	220	;	lexical	set @a='畻', @b='龺';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	221	221	;	lexical	prepare stmt from 'select/*+ hash_agg() */ count(distinct col1) from PK_TCOLLATION10197 where col1 > ?;';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	222	222	;	lexical	execute stmt using @a;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	223	223	;	lexical	execute stmt using @b;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	224	224	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	225	225	;	lexical	prepare stmt from 'select/*+ hash_agg() */ count(distinct col1) from PK_TCOLLATION10197 where col1 > ?;';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	226	226	;	lexical	execute stmt using @b;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	227	227	;	lexical	select/*+ hash_agg() */ count(distinct col1) from PK_TCOLLATION10197 where col1 > '龺';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	228	228	;	lexical	set tidb_enable_prepared_plan_cache=DEFAULT;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	229	229	;	lexical	set tidb_enable_clustered_index=DEFAULT;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	233	233	;	lexical	set tidb_enable_prepared_plan_cache=1;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	234	234	;	lexical	set tidb_enable_clustered_index=on;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	235	235	;	lexical	drop table if exists t;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	236	236	;	lexical	CREATE TABLE `t` (`COL1` enum('a', 'b') NOT NULL PRIMARY KEY, col2 int) ENGINE=InnoDB DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_bin;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	237	237	;	lexical	insert into t values('a', 1), ('b', 2);
tests/integrationtest/t/planner/core/tests/prepare/issue.test	238	238	;	lexical	set @a='a', @b='b', @z='z';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	239	239	;	lexical	prepare stmt from 'select col1 from t where col1 = ? and col2 in (1, 2);';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	240	240	;	lexical	execute stmt using @a;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	241	241	;	lexical	execute stmt using @b;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	242	242	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	243	243	;	lexical	execute stmt using @z;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	244	244	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	245	245	;	lexical	execute stmt using @z;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	246	246	;	lexical	drop table if exists t;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	247	247	;	lexical	CREATE TABLE `t` (`COL1` enum('a', 'b') NOT NULL, col2 int, PRIMARY KEY(col1, col2)) ENGINE=InnoDB DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_bin;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	248	248	;	lexical	insert into t values('a', 1), ('b', 2);
tests/integrationtest/t/planner/core/tests/prepare/issue.test	249	249	;	lexical	set @a='a', @b='b', @z='z';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	250	250	;	lexical	prepare stmt from 'select col1 from t where (col1, col2) in ((?, 1));';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	251	251	;	lexical	execute stmt using @a;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	252	252	;	lexical	execute stmt using @b;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	253	253	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	254	254	;	lexical	execute stmt using @z;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	255	255	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	256	256	;	lexical	execute stmt using @z;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	257	257	;	lexical	set tidb_enable_clustered_index=off;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	258	258	;	lexical	drop table if exists t;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	259	259	;	lexical	CREATE TABLE `t` (`COL1` enum('a', 'b') NOT NULL PRIMARY KEY, col2 int) ENGINE=InnoDB DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_bin;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	260	260	;	lexical	insert into t values('a', 1), ('b', 2);
tests/integrationtest/t/planner/core/tests/prepare/issue.test	261	261	;	lexical	set @a='a', @b='b', @z='z';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	262	262	;	lexical	prepare stmt from 'select col1 from t where col1 = ? and col2 in (1, 2);';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	263	263	;	lexical	execute stmt using @a;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	264	264	;	lexical	execute stmt using @b;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	265	265	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	266	266	;	lexical	execute stmt using @z;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	267	267	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	268	268	;	lexical	execute stmt using @z;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	269	269	;	lexical	drop table if exists t;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	270	270	;	lexical	CREATE TABLE `t` (`COL1` enum('a', 'b') NOT NULL, col2 int, PRIMARY KEY(col1, col2)) ENGINE=InnoDB DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_bin;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	271	271	;	lexical	insert into t values('a', 1), ('b', 2);
tests/integrationtest/t/planner/core/tests/prepare/issue.test	272	272	;	lexical	set @a='a', @b='b', @z='z';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	273	273	;	lexical	prepare stmt from 'select col1 from t where (col1, col2) in ((?, 1));';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	274	274	;	lexical	execute stmt using @a;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	275	275	;	lexical	execute stmt using @b;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	276	276	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	277	277	;	lexical	execute stmt using @z;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	278	278	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	279	279	;	lexical	execute stmt using @z;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	280	280	;	lexical	set tidb_enable_prepared_plan_cache=DEFAULT;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	281	281	;	lexical	set tidb_enable_clustered_index=DEFAULT;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	285	285	;	lexical	set tidb_enable_prepared_plan_cache=1;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	286	286	;	lexical	drop table if exists t;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	287	287	;	lexical	create table t(col1 enum('aa', 'bb'), col2 int, index(col1, col2));
tests/integrationtest/t/planner/core/tests/prepare/issue.test	288	288	;	lexical	insert into t values('aa', 333);
tests/integrationtest/t/planner/core/tests/prepare/issue.test	289	289	;	lexical	prepare stmt from 'SELECT * FROM t t1 JOIN t t2 ON t1.col1 = t2.col1 WHERE t1.col1 <=> NULL';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	290	290	;	lexical	execute stmt;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	291	291	;	lexical	execute stmt;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	292	292	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	293	293	;	lexical	prepare stmt from 'SELECT * FROM t t1 JOIN t t2 ON t1.col1 = t2.col1 WHERE t1.col1 <=> NULL and t2.col2 > ?';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	294	294	;	lexical	set @a=0;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	295	295	;	lexical	execute stmt using @a;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	296	296	;	lexical	execute stmt using @a;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	297	297	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	298	298	;	lexical	set tidb_enable_prepared_plan_cache=DEFAULT;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	302	302	;	lexical	drop table if exists t4;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	303	303	;	lexical	create table t4 (a date);
tests/integrationtest/t/planner/core/tests/prepare/issue.test	304	304	;	lexical	prepare st1 from "insert into t4(a) select dt from (select ? as dt from dual union all select sysdate() ) a";
tests/integrationtest/t/planner/core/tests/prepare/issue.test	305	305	;	lexical	set @t='2022-01-01 00:00:00.000000';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	306	306	;	lexical	execute st1 using @t;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	307	307	;	lexical	select count(*) from t4;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	311	311	;	lexical	set tidb_enable_prepared_plan_cache=1;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	314	314	;	lexical	drop table if exists t;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	315	315	;	lexical	create table t(a int);
tests/integrationtest/t/planner/core/tests/prepare/issue.test	316	316	;	lexical	prepare stmt from 'select * from t';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	317	317	;	lexical	execute stmt;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	318	318	;	lexical	select EXEC_COUNT,plan_cache_hits, plan_in_cache from information_schema.statements_summary where digest_text='select * from `t`' and TABLE_NAMES = 'planner__core__tests__prepare__issue.t';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	319	319	;	lexical	execute stmt;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	320	320	;	lexical	select EXEC_COUNT,plan_cache_hits, plan_in_cache from information_schema.statements_summary where digest_text='select * from `t`' and TABLE_NAMES = 'planner__core__tests__prepare__issue.t';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	321	321	;	lexical	prepare stmt from 'select * from t';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	322	322	;	lexical	execute stmt;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	323	323	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	324	324	;	lexical	select EXEC_COUNT, plan_cache_hits, plan_in_cache from information_schema.statements_summary where digest_text='select * from `t`' and TABLE_NAMES = 'planner__core__tests__prepare__issue.t';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	327	327	;	lexical	drop table if exists t;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	328	328	;	lexical	create table t(a int primary key, b int, c int);
tests/integrationtest/t/planner/core/tests/prepare/issue.test	329	329	;	lexical	prepare stmt from 'select * from t where a = 2 or a = ?';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	330	330	;	lexical	set @p = 3;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	331	331	;	lexical	execute stmt using @p;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	332	332	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	333	333	;	lexical	execute stmt using @p;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	334	334	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	337	337	;	lexical	drop table if exists t;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	338	338	;	lexical	CREATE TABLE `t` (`COL1` bigint(20) DEFAULT NULL COMMENT 'WITH DEFAULT', UNIQUE KEY `UK_COL1` (`COL1`));
tests/integrationtest/t/planner/core/tests/prepare/issue.test	339	339	;	lexical	insert into t values(-3865356285544170443),(9223372036854775807);
tests/integrationtest/t/planner/core/tests/prepare/issue.test	340	340	;	lexical	prepare stmt from 'select/*+ hash_agg() */ max(col1) from t where col1 = ? and col1 > ?;';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	341	341	;	lexical	set @a=-3865356285544170443, @b=-4055949188488870713;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	342	342	;	lexical	execute stmt using @a,@b;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	345	345	;	lexical	drop table if exists t;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	346	346	;	lexical	create table t (a int, b int, index ab(a, b));
tests/integrationtest/t/planner/core/tests/prepare/issue.test	347	347	;	lexical	insert into t values (1, 1), (2, 2);
tests/integrationtest/t/planner/core/tests/prepare/issue.test	348	348	;	lexical	prepare s1 from 'select * from t use index(ab) where a>=? and b>=? and b<=?';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	349	349	;	lexical	set @a=1, @b=1, @c=1;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	350	350	;	lexical	execute s1 using @a, @b, @c;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	351	351	;	lexical	set @a=1, @b=1, @c=10;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	352	352	;	lexical	execute s1 using @a, @b, @c;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	353	353	;	lexical	select @@last_plan_from_cache;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	356	356	;	lexical	drop table if exists UK_GCOL_VIRTUAL_18928;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	357	365	;	lexical	CREATE TABLE UK_GCOL_VIRTUAL_18928 (\nCOL102 bigint(20) DEFAULT NULL,\nCOL103 bigint(20) DEFAULT NULL,\nCOL1 bigint(20) GENERATED ALWAYS AS (COL102 & 10) VIRTUAL,\nCOL2 varchar(20) DEFAULT NULL,\nCOL4 datetime DEFAULT NULL,\nCOL3 bigint(20) DEFAULT NULL,\nCOL5 float DEFAULT NULL,\nUNIQUE KEY UK_COL1 (COL1));
tests/integrationtest/t/planner/core/tests/prepare/issue.test	366	366	;	lexical	insert into UK_GCOL_VIRTUAL_18928(col102,col2) values("-5175976006730879891", "屘厒镇览錻碛斵大擔觏譨頙硺箄魨搝珄鋧扭趖");
tests/integrationtest/t/planner/core/tests/prepare/issue.test	367	367	;	lexical	prepare stmt from 'SELECT * FROM UK_GCOL_VIRTUAL_18928 WHERE col1 < ? AND col2 != ?';
tests/integrationtest/t/planner/core/tests/prepare/issue.test	368	368	;	lexical	set @a=10, @b="aa";
tests/integrationtest/t/planner/core/tests/prepare/issue.test	369	369	;	lexical	execute stmt using @a, @b;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	372	372	;	lexical	drop table if exists UK_MU14722;
tests/integrationtest/t/planner/core/tests/prepare/issue.test	373	380	;	lexical	CREATE TABLE UK_MU14722 (\nCOL1 tinytext DEFAULT NULL,\nCOL2 tinyint(16) DEFAULT NULL,\nCOL3 datetime DEFAULT NULL,\nCOL4 int(11) DEFAULT NULL,\nUNIQUE KEY U_M_COL (COL1(10)),\nUNIQUE KEY U_M_COL2 (COL2),\nUNIQUE KEY U_M_COL3 (COL3));
tests/integrationtest/t/planner/core/tests/prepare/issue.test	381	384	;	lexical	insert into UK_MU14722 values("輮睅麤敜溺她晁瀪襄頮鹛涓誗钷廔筪惌嶙鎢塴", -121, "3383-02-19 07:58:28" , -639457963),\n("偧孇鱓鼂瘠钻篝醗時鷷聽箌磇砀玸眞扦鸇祈灇", 127, "7902-03-05 08:54:04", -1094128660),\n("浀玡慃淛漉围甧鴎史嬙砊齄w章炢忲噑硓哈樘", -127, "5813-04-16 03:07:20", -333397107),\n("鑝粼啎鸼贖桖弦簼赭蠅鏪鐥蕿捐榥疗耹岜鬓槊", -117, "7753-11-24 10:14:24", 654872077);
